timestamp,name,hashrate_1m,hashrate_24h,power,efficiency,temp,chipTemp,sharesAccepted,sharesRejected,alive
2025-12-09T07:19:14.093440+00:00,C,8.02244,0.0,147.746826171875,18.4167,37,52.75,6955,9,True
2025-12-09T07:19:14.093440+00:00,D,6.39296,0.0,147.556640625,23.0811,35,61.3125,4406,14,True
2025-12-09T07:19:14.093440+00:00,E,8.19439,0.0,146.1708984375,17.83793,34,53.9375,2349,7,True
2025-12-09T07:19:14.093440+00:00,F,6.34886,0.0,146.6640625,23.10086,32,48.375,993,6,True
2025-12-09T07:19:14.093440+00:00,NerdAxe1,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:14.093440+00:00,nerdoct1,9.66014,3.06499,141.25,14.62194,60,0,987,1,True
2025-12-09T07:19:14.093440+00:00,TestMiner,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:14.093440+00:00,G,7.09055,0.0,142.5240478515625,20.10058,30,44.1875,1299,1,True
2025-12-09T07:19:18.807394+00:00,A,8.45673,0.0,154.254150390625,18.24041,39,58.1875,4738,8,True
2025-12-09T07:19:18.807394+00:00,B,6.23377,0.0,152.324951171875,24.43547,38,53.375,6000,9,True
2025-12-09T07:19:18.807394+00:00,C,7.38229,0.0,147.746826171875,20.01369,37,52.6875,6955,9,True
2025-12-09T07:19:18.807394+00:00,D,7.03612,0.0,147.55859375,20.97159,35,61.375,4406,14,True
2025-12-09T07:19:18.807394+00:00,E,7.92437,0.0,146.1708984375,18.44574,34,53.8125,2350,7,True
2025-12-09T07:19:18.807394+00:00,F,7.08335,0.0,146.5213623046875,20.68533,32,48.5625,994,6,True
2025-12-09T07:19:18.807394+00:00,NerdAxe1,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:18.807394+00:00,nerdoct1,8.87742,3.0654,141,15.88299,59.9375,0,987,1,True
2025-12-09T07:19:18.807394+00:00,TestMiner,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:18.807394+00:00,G,7.06524,0.0,142.3814697265625,20.15238,30,44.1875,1299,1,True
2025-12-09T07:19:23.801620+00:00,A,9.25506,0.0,154.254150390625,16.66701,39,58.3125,4738,8,True
2025-12-09T07:19:23.801620+00:00,B,6.4598,0.0,152.3153076171875,23.57896,38,53.3125,6001,9,True
2025-12-09T07:19:23.801620+00:00,C,7.084,0.0,147.6806640625,20.84706,37,52.75,6955,9,True
2025-12-09T07:19:23.801620+00:00,D,6.64151,0.0,147.41455078125,22.19592,35,61.1875,4406,14,True
2025-12-09T07:19:23.801620+00:00,E,7.68354,0.0,146.2098388671875,19.02897,34,53.875,2351,7,True
2025-12-09T07:19:23.801620+00:00,F,8.4216,0.0,146.517333984375,17.3978,32,48.5,995,6,True
2025-12-09T07:19:23.801620+00:00,NerdAxe1,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:23.801620+00:00,nerdoct1,9.2595,3.0658,141.25,15.2546,60,0,987,1,True
2025-12-09T07:19:23.801620+00:00,TestMiner,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:23.801620+00:00,G,6.69839,0.0,142.42034912109375,21.26188,30,44.25,1299,1,True
2025-12-09T07:19:29.095036+00:00,A,8.70526,0.0,154.33203125,17.72859,39,58.1875,4738,8,True
2025-12-09T07:19:29.095036+00:00,B,7.32567,0.0,152.4805908203125,20.81456,38,53.25,6001,9,True
2025-12-09T07:19:29.095036+00:00,C,7.03929,0.0,147.6806640625,20.97949,37,52.75,6955,9,True
2025-12-09T07:19:29.095036+00:00,D,7.45232,0.0,147.492431640625,19.79148,35,61.5625,4407,14,True
2025-12-09T07:19:29.095036+00:00,E,7.439,0.0,146.1708984375,19.64926,34,53.875,2351,7,True
2025-12-09T07:19:29.095036+00:00,F,9.62495,0.0,146.443359375,15.21498,32,48.4375,995,6,True
2025-12-09T07:19:29.095036+00:00,NerdAxe1,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:29.095036+00:00,nerdoct1,9.03209,3.06621,140.75,15.58332,60,0,987,1,True
